image_id,task,n_votes,n_pos,n_neg,score,prob_usable,label
GrayLeafSpot1769,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot177,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1770,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1771,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1772,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1773,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1774,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1775,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1776,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1777,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1778,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1779,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot178,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1780,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1781,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1782,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1783,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1784,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1785,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1786,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1787,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1788,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1789,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot179,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1790,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1791,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1792,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1793,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1794,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1795,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1796,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1797,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1798,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1799,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot180,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1800,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1801,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1802,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1803,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1804,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1805,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1806,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1807,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1808,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1809,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot181,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1810,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1811,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1812,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1813,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1814,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1815,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1816,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1817,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1818,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1819,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot182,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1820,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1821,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1822,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1823,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1824,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1825,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1826,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1827,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1828,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1829,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot183,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1830,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1831,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1832,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1833,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1834,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1835,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1836,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1837,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1838,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1839,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot184,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1840,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1841,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1842,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1843,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1844,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1845,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1846,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1847,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1848,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1849,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot185,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1850,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1851,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1852,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1853,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1854,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1855,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1856,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1857,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1858,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1859,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot186,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1860,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1861,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1862,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1863,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1864,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1865,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1866,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1867,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1868,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1869,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot187,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1870,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1871,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1872,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1873,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1874,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1875,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1876,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1877,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1878,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1879,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot188,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1880,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1881,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1882,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1883,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1884,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1885,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1886,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1887,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1888,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1889,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot189,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1890,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1891,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1892,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1893,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1894,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1895,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1896,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1897,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1898,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1899,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot190,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1900,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1901,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1902,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1903,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1904,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1905,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1906,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1907,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1908,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1909,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot191,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1910,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1911,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1912,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1913,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1914,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1915,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1916,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1917,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1918,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1919,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot192,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1920,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1921,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1922,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1923,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1924,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1925,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1926,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1927,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1928,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1929,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot193,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1930,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1931,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1932,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1933,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1934,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1935,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1936,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1937,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1938,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1939,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot194,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1940,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1941,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1942,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1943,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1944,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1945,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1946,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1947,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1948,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1949,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot195,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1950,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1951,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1952,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1953,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1954,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1955,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1956,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1957,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1958,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1959,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot196,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1960,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1961,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1962,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1963,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1964,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1965,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1966,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1967,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1968,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1969,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot197,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1970,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1971,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1972,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1973,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1974,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1975,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1976,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1977,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1978,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1979,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot198,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1980,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1981,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1982,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1983,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1984,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1985,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1986,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1987,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1988,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1989,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot199,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1990,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1991,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1992,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1993,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1994,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1995,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1996,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1997,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1998,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot1999,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot200,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot2000,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot2001,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot2002,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot2003,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot2004,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot2005,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot2006,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot2007,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot2008,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot2009,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot201,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot2010,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot2011,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot2012,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot2013,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot2014,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot2015,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot2016,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot2017,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot2018,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot2019,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot202,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot2020,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot2021,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot2022,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot2023,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot2024,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot2025,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot2026,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot2027,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot2028,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot2029,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot203,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot2030,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot2031,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot2032,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot2033,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot2034,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot2035,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot2036,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot2037,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot2038,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot2039,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot204,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot2040,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot2041,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot2042,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot2043,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot2044,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot2045,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot2046,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot2047,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot2048,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot2049,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot205,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot2050,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot2051,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot2052,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot2053,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot2054,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot2055,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot2056,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot2057,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot2058,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot2059,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot206,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot2060,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot2061,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot2062,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot2063,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot2064,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot2065,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot2066,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot2067,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot2068,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot2069,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot207,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot2070,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot2071,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot2072,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot2073,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot2074,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot2075,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot2076,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot2077,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot2078,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot2079,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot208,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot2080,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot2081,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot2082,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot2083,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot2084,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot2085,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot2086,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot2087,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot2088,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot2089,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot209,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot2090,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot2091,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot2092,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot2093,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot2094,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot2095,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot2096,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot2097,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot2098,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot2099,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot210,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot2100,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot2101,2_foliar_disease,1,1,0,1.0,0.7311,1
GrayLeafSpot2102,2_foliar_disease,1,1,0,1.0,0.7311,1
